Date,Time,CPU001 User%,CPU001 Sys%,CPU001 Wait%,CPU001 CPU%,CPU002 User%,CPU002 Sys%,CPU002 Wait%,CPU002 CPU%,CPU_ALL User%,CPU_ALL Sys%,CPU_ALL Wait%,CPU_ALL CPU%,CPU_ALL Busy,CPU_ALL CPUs,DISKBSIZE sda,DISKBSIZE sda1,DISKBSIZE Total,DISKBUSY sda,DISKBUSY sda1,DISKREAD sda,DISKREAD sda1,DISKREAD Total,DISKWRITE sda,DISKWRITE sda1,DISKWRITE Total,DISKXFER sda,DISKXFER sda1,DISKXFER Total,JFSFILE /,JFSFILE /dev,JFSFILE /run,JFSFILE /,JFSFILE /dev/mqueue,JFSFILE /dev/hugepages,JFSFILE /var/lib/docker/overlay,JFSFILE /run/user/0,MEM memtotal,MEM hightotal,MEM lowtotal,MEM swaptotal,MEM memfree,MEM highfree,MEM lowfree,MEM swapfree,MEM memshared,MEM cached,MEM active,MEM bigfree,MEM buffers,MEM swapcached,MEM inactive,MEM swapused,NET veth116834d-read-KB/s,NET eth0-read-KB/s,NET lo-read-KB/s,NET docker0-read-KB/s,NET veth116834d-write-KB/s,NET eth0-write-KB/s,NET lo-write-KB/s,NET docker0-write-KB/s,NETETOTAL total-read-KB/s,NETETOTAL total-write-KB/s,NETETOTAL total-KB/s,NETETOTAL total-read-packets/s,NETETOTAL total-write-packets/s,NETETOTAL total-packets/s,NETPACKET veth116834d-reads/s,NETPACKET eth0-reads/s,NETPACKET lo-reads/s,NETPACKET docker0-reads/s,NETPACKET veth116834d-writes/s,NETPACKET eth0-writes/s,NETPACKET lo-writes/s,NETPACKET docker0-writes/s,NETTOTAL docker0-KB/s,NETTOTAL docker0-packets/s,NETTOTAL eth0-KB/s,NETTOTAL eth0-packets/s,NETTOTAL lo-KB/s,NETTOTAL lo-packets/s,NETTOTAL veth116834d-KB/s,NETTOTAL veth116834d-packets/s,PROC Runnable,PROC Blocked,PROC pswitch,PROC syscall,PROC read,PROC write,PROC fork,PROC exec,PROC sem,PROC msg,rcuos/0 (12) %CPU,rcuos/0 (12) %Usr,rcuos/0 (12) %Sys,rcuos/0 (12) %Wait,rcuos/0 (12) Size,rcuos/0 (12) ResSet,rcuos/0 (12) ResText,rcuos/0 (12) ResData,rcuos/0 (12) ShdLib,rcuos/0 (12) MinorFault,rcuos/0 (12) MajorFault,collectd (2255) %CPU,collectd (2255) %Usr,collectd (2255) %Sys,collectd (2255) %Wait,collectd (2255) Size,collectd (2255) ResSet,collectd (2255) ResText,collectd (2255) ResData,collectd (2255) ShdLib,collectd (2255) MinorFault,collectd (2255) MajorFault,systemd-journal (233) %CPU,systemd-journal (233) %Usr,systemd-journal (233) %Sys,systemd-journal (233) %Wait,systemd-journal (233) Size,systemd-journal (233) ResSet,systemd-journal (233) ResText,systemd-journal (233) ResData,systemd-journal (233) ShdLib,systemd-journal (233) MinorFault,systemd-journal (233) MajorFault,rightlink (2643) %CPU,rightlink (2643) %Usr,rightlink (2643) %Sys,rightlink (2643) %Wait,rightlink (2643) Size,rightlink (2643) ResSet,rightlink (2643) ResText,rightlink (2643) ResData,rightlink (2643) ShdLib,rightlink (2643) MinorFault,rightlink (2643) MajorFault,nmon (29717) %CPU,nmon (29717) %Usr,nmon (29717) %Sys,nmon (29717) %Wait,nmon (29717) Size,nmon (29717) ResSet,nmon (29717) ResText,nmon (29717) ResData,nmon (29717) ShdLib,nmon (29717) MinorFault,nmon (29717) MajorFault,rngd (312) %CPU,rngd (312) %Usr,rngd (312) %Sys,rngd (312) %Wait,rngd (312) Size,rngd (312) ResSet,rngd (312) ResText,rngd (312) ResData,rngd (312) ShdLib,rngd (312) MinorFault,rngd (312) MajorFault,rsyslogd (313) %CPU,rsyslogd (313) %Usr,rsyslogd (313) %Sys,rsyslogd (313) %Wait,rsyslogd (313) Size,rsyslogd (313) ResSet,rsyslogd (313) ResText,rsyslogd (313) ResData,rsyslogd (313) ShdLib,rsyslogd (313) MinorFault,rsyslogd (313) MajorFault,dbus-daemon (320) %CPU,dbus-daemon (320) %Usr,dbus-daemon (320) %Sys,dbus-daemon (320) %Wait,dbus-daemon (320) Size,dbus-daemon (320) ResSet,dbus-daemon (320) ResText,dbus-daemon (320) ResData,dbus-daemon (320) ShdLib,dbus-daemon (320) MinorFault,dbus-daemon (320) MajorFault,dockerd (701) %CPU,dockerd (701) %Usr,dockerd (701) %Sys,dockerd (701) %Wait,dockerd (701) Size,dockerd (701) ResSet,dockerd (701) ResText,dockerd (701) ResData,dockerd (701) ShdLib,dockerd (701) MinorFault,dockerd (701) MajorFault,nginx (7906) %CPU,nginx (7906) %Usr,nginx (7906) %Sys,nginx (7906) %Wait,nginx (7906) Size,nginx (7906) ResSet,nginx (7906) ResText,nginx (7906) ResData,nginx (7906) ShdLib,nginx (7906) MinorFault,nginx (7906) MajorFault,nginx (7907) %CPU,nginx (7907) %Usr,nginx (7907) %Sys,nginx (7907) %Wait,nginx (7907) Size,nginx (7907) ResSet,nginx (7907) ResText,nginx (7907) ResData,nginx (7907) ShdLib,nginx (7907) MinorFault,nginx (7907) MajorFault,google_accounts (860) %CPU,google_accounts (860) %Usr,google_accounts (860) %Sys,google_accounts (860) %Wait,google_accounts (860) Size,google_accounts (860) ResSet,google_accounts (860) ResText,google_accounts (860) ResData,google_accounts (860) ShdLib,google_accounts (860) MinorFault,google_accounts (860) MajorFault,docker-containe (926) %CPU,docker-containe (926) %Usr,docker-containe (926) %Sys,docker-containe (926) %Wait,docker-containe (926) Size,docker-containe (926) ResSet,docker-containe (926) ResText,docker-containe (926) ResData,docker-containe (926) ShdLib,docker-containe (926) MinorFault,docker-containe (926) MajorFault,nginx %CPU,nginx %Usr,nginx %Sys,nginx %Wait,nginx Size,nginx ResSet,nginx ResText,nginx ResData,nginx ShdLib,nginx MinorFault,nginx MajorFault,nginx Count,VM nr_dirty,VM nr_writeback,VM nr_unstable,VM nr_page_table_pages,VM nr_mapped,VM nr_slab,VM pgpgin,VM pgpgout,VM pswpin,VM pswpout,VM pgfree,VM pgactivate,VM pgdeactivate,VM pgfault,VM pgmajfault,VM pginodesteal,VM slabs_scanned,VM kswapd_steal,VM kswapd_inodesteal,VM pageoutrun,VM allocstall,VM pgrotated,VM pgalloc_high,VM pgalloc_normal,VM pgalloc_dma,VM pgrefill_high,VM pgrefill_normal,VM pgrefill_dma,VM pgsteal_high,VM pgsteal_normal,VM pgsteal_dma,VM pgscan_kswapd_high,VM pgscan_kswapd_normal,VM pgscan_kswapd_dma,VM pgscan_direct_high,VM pgscan_direct_normal,VM pgscan_direct_dma
2017-06-30,08:02:18,0.100,0.300,0.000,0.400,0.100,0.200,0.000,0.300,0.200,0.300,0.000,0.500,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.000,-0.000,-0.000,0.000,-0.000,1555.800,1173.500,-1.000,0.800,0.000,524.400,0.000,109.600,109.800,0.000,106.500,109.700,109.800,0.000,109.700,109.800,109.800,219.600,231.800,231.400,463.200,229.800,231.800,0.000,229.800,230.200,231.400,0.000,230.200,216.200,460.000,219.600,463.200,0.000,0.000,219.300,460.000,1.000,0.000,527.600,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,361724.000,15448.000,3648.000,346048.000,5592.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.200,0.000,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.150,0.000,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.000,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,1.000,1.000,0.000,0.000,1451.000,21693.000,-1.000,0.000,0.000,0.000,0.000,949.000,0.000,0.000,189.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,946.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:28,1.400,1.900,0.000,3.300,1.400,1.600,0.000,3.000,1.400,1.800,0.000,3.200,0.000,2.000,5.800,5.800,5.800,0.600,0.600,0.000,0.000,0.000,19.600,19.600,19.600,3.400,3.400,3.400,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.900,-0.000,-0.000,0.000,-0.000,1555.800,1173.500,-1.000,0.800,0.000,524.400,0.000,98.700,101.700,0.400,96.200,98.800,98.000,0.400,98.800,101.700,98.000,199.700,190.600,189.800,380.400,187.500,190.600,0.400,187.500,188.200,189.800,0.400,188.200,195.000,375.700,199.700,380.400,0.800,0.800,197.500,375.700,1.000,0.000,707.700,-1.000,-1.000,-1.000,9.900,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,102592.000,37800.000,252.000,764.000,37380.000,55.000,0.000,,,,,,,,,,,,0.100,0.050,0.050,0.000,14376.000,1016.000,112.000,3812.000,620.000,10.000,0.000,0.200,0.200,0.000,0.000,4368.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.050,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,0.450,0.150,0.300,0.000,217188.000,13552.000,4.000,8748.000,4100.000,1758.000,0.000,,,,,,,,,,,,0.250,0.050,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,4.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,196.000,0.000,0.000,75880.000,79.000,0.000,151060.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49196.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:38,0.000,0.200,0.000,0.200,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.300,-0.000,-0.000,0.000,-0.000,1555.800,1173.500,-1.000,0.800,0.000,524.400,0.000,112.900,113.000,0.000,109.300,113.000,113.300,0.000,113.000,113.000,113.300,226.300,267.900,267.900,535.800,267.000,267.900,0.000,267.000,267.000,267.900,0.000,267.000,222.300,534.000,226.300,535.800,0.000,0.000,225.900,534.000,1.000,0.000,595.100,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,1.000,6.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,0.000,0.000,0.000,986.000,0.000,0.000,154.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1338.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:48,0.100,0.200,0.000,0.300,0.100,0.300,0.000,0.400,0.100,0.300,0.000,0.400,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.800,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,125.000,125.300,0.900,121.700,125.100,127.500,0.900,125.100,125.300,127.500,252.800,239.200,238.300,477.500,236.300,239.200,0.800,236.300,237.200,238.300,0.800,237.200,246.800,473.500,252.800,477.500,1.800,1.600,250.100,473.500,1.000,0.000,620.900,-1.000,-1.000,-1.000,0.900,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.050,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,0.100,0.000,0.100,0.000,316136.000,10868.000,6696.000,303160.000,4276.000,39.000,0.000,0.350,0.050,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,6.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,0.000,0.000,0.000,2670.000,1.000,0.000,3124.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2600.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:58,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.000,2.000,7.700,7.700,7.700,0.300,0.300,0.000,0.000,0.000,54.000,54.000,54.000,7.000,7.000,7.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.500,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,109.800,109.800,0.000,106.800,109.800,109.800,0.000,109.800,109.800,109.800,219.600,219.300,219.400,438.700,218.500,219.300,0.000,218.500,218.300,219.400,0.000,218.300,216.600,436.800,219.600,438.700,0.000,0.000,219.600,436.800,1.000,0.000,516.200,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,2.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,540.000,0.000,0.000,893.000,0.000,0.000,159.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,667.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:08,0.100,0.300,0.000,0.400,0.100,0.200,0.000,0.300,0.100,0.300,0.000,0.400,0.000,2.000,8.000,8.000,8.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.100,0.100,0.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.800,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,140.200,140.700,0.400,135.600,140.500,138.700,0.400,140.500,140.700,138.700,279.400,344.000,338.000,682.000,336.000,344.000,0.400,336.000,342.100,338.000,0.400,342.100,276.100,678.100,279.400,682.000,0.800,0.800,280.700,678.100,1.000,0.000,738.600,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.050,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.000,0.150,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.350,0.050,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,8.000,0.000,0.000,2394.000,0.000,0.000,3213.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:18,0.000,0.300,0.000,0.300,0.100,0.200,0.000,0.300,0.100,0.300,0.000,0.400,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.100,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,132.400,132.600,0.000,129.200,132.500,134.900,0.000,132.500,132.600,134.900,267.500,237.300,236.900,474.200,235.000,237.300,0.000,235.000,235.200,236.900,0.000,235.200,261.700,470.200,267.500,474.200,0.000,0.000,264.900,470.200,1.000,0.000,505.600,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.050,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.300,0.050,0.250,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,1.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,0.000,0.000,0.000,1279.000,0.000,0.000,1089.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1184.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:28,0.100,0.300,0.000,0.400,0.100,0.300,0.000,0.400,0.100,0.300,0.000,0.400,0.000,2.000,6.000,6.000,6.000,0.100,0.100,0.000,0.000,0.000,1.200,1.200,1.200,0.200,0.200,0.200,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.100,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,122.400,122.500,0.400,119.800,122.400,123.200,0.400,122.400,122.500,123.200,245.700,189.600,189.300,378.900,187.600,189.600,0.400,187.600,187.900,189.300,0.400,187.900,242.200,375.500,245.700,378.900,0.800,0.800,244.800,375.500,1.000,0.000,547.100,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.050,0.050,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,0.100,0.000,0.100,0.000,316136.000,10868.000,6696.000,303160.000,4276.000,37.000,0.000,0.200,0.050,0.150,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,2.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,12.000,0.000,0.000,2068.000,1.000,0.000,3072.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2069.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:38,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.100,0.300,0.000,0.400,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4916.900,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,122.400,122.500,0.000,119.000,122.500,121.900,0.000,122.500,122.500,121.900,244.400,251.800,251.900,503.700,250.800,251.800,0.000,250.800,250.800,251.900,0.000,250.800,241.500,501.600,244.400,503.700,0.000,0.000,244.900,501.600,1.000,0.000,529.300,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.150,0.000,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.250,0.000,0.250,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,2.000,0.000,0.000,1451.000,21703.000,-1.000,0.000,0.000,0.000,0.000,1038.000,0.000,0.000,143.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:48,1.300,1.900,0.000,3.200,1.200,1.400,0.000,2.600,1.300,1.600,0.000,2.900,0.000,2.000,5.300,5.300,5.300,0.500,0.500,0.000,0.000,0.000,17.600,17.600,17.600,3.300,3.300,3.300,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4919.200,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,102.000,105.100,0.400,99.200,102.200,103.500,0.400,102.200,105.100,103.500,208.600,207.700,206.700,414.400,204.200,207.700,0.400,204.200,205.100,206.700,0.400,205.100,201.400,409.300,208.600,414.400,0.800,0.800,204.200,409.300,1.000,0.000,714.600,-1.000,-1.000,-1.000,9.900,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,102592.000,37856.000,252.000,764.000,37436.000,55.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.250,0.250,0.000,0.000,4368.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,0.450,0.150,0.300,0.000,217188.000,13552.000,4.000,8748.000,4100.000,1747.000,0.000,,,,,,,,,,,,0.250,0.050,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,176.000,0.000,0.000,76052.000,79.000,0.000,151105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39333.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:58,0.000,0.200,0.000,0.200,0.000,0.200,0.000,0.200,0.000,0.200,0.000,0.200,0.000,2.000,13.300,13.300,13.300,0.100,0.100,0.000,0.000,0.000,4.000,4.000,4.000,0.300,0.300,0.300,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.700,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,125.400,125.500,0.000,122.000,125.500,125.400,0.000,125.500,125.500,125.400,250.900,250.100,249.800,499.900,248.900,250.100,0.000,248.900,249.200,249.800,0.000,249.200,247.500,498.100,250.900,499.900,0.000,0.000,250.900,498.100,1.000,0.000,544.600,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.300,0.000,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,40.000,0.000,0.000,1009.000,0.000,0.000,146.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:08,0.100,0.300,0.000,0.400,0.100,0.300,0.000,0.400,0.200,0.400,0.000,0.600,0.000,2.000,8.000,8.000,8.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.100,0.100,0.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.700,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,158.500,159.200,0.900,153.500,159.100,159.900,0.900,159.100,159.200,159.900,319.100,376.700,367.900,744.600,365.700,376.700,0.800,365.700,374.500,367.900,0.800,374.500,312.600,740.200,319.100,744.600,1.800,1.600,317.600,740.200,1.000,0.000,784.200,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250,0.050,0.200,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.000,0.150,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.400,0.050,0.350,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,8.000,0.000,0.000,2459.000,0.000,0.000,3033.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
