Date,Time,CPU001 User%,CPU001 Sys%,CPU001 Wait%,CPU001 CPU%,CPU002 User%,CPU002 Sys%,CPU002 Wait%,CPU002 CPU%,CPU003 User%,CPU003 Sys%,CPU003 Wait%,CPU003 CPU%,CPU004 User%,CPU004 Sys%,CPU004 Wait%,CPU004 CPU%,CPU005 User%,CPU005 Sys%,CPU005 Wait%,CPU005 CPU%,CPU006 User%,CPU006 Sys%,CPU006 Wait%,CPU006 CPU%,CPU007 User%,CPU007 Sys%,CPU007 Wait%,CPU007 CPU%,CPU008 User%,CPU008 Sys%,CPU008 Wait%,CPU008 CPU%,CPU_ALL User%,CPU_ALL Sys%,CPU_ALL Wait%,CPU_ALL CPU%,CPU_ALL Busy,CPU_ALL CPUs,DISKBSIZE sda,DISKBSIZE sda1,DISKBSIZE Total,DISKBUSY sda,DISKBUSY sda1,DISKREAD sda,DISKREAD sda1,DISKREAD Total,DISKWRITE sda,DISKWRITE sda1,DISKWRITE Total,DISKXFER sda,DISKXFER sda1,DISKXFER Total,JFSFILE /,JFSFILE /dev,JFSFILE /run,JFSFILE /,JFSFILE /dev/hugepages,JFSFILE /dev/mqueue,JFSFILE /run/user/0,MEM memtotal,MEM hightotal,MEM lowtotal,MEM swaptotal,MEM memfree,MEM highfree,MEM lowfree,MEM swapfree,MEM memshared,MEM cached,MEM active,MEM bigfree,MEM buffers,MEM swapcached,MEM inactive,MEM swapused,NET eth0-read-KB/s,NET lo-read-KB/s,NET eth0-write-KB/s,NET lo-write-KB/s,NETETOTAL total-read-KB/s,NETETOTAL total-write-KB/s,NETETOTAL total-KB/s,NETETOTAL total-read-packets/s,NETETOTAL total-write-packets/s,NETETOTAL total-packets/s,NETPACKET eth0-reads/s,NETPACKET lo-reads/s,NETPACKET eth0-writes/s,NETPACKET lo-writes/s,NETTOTAL eth0-KB/s,NETTOTAL eth0-packets/s,NETTOTAL lo-KB/s,NETTOTAL lo-packets/s,PROC Runnable,PROC Blocked,PROC pswitch,PROC syscall,PROC read,PROC write,PROC fork,PROC exec,PROC sem,PROC msg,zing-licensed (1191) %CPU,zing-licensed (1191) %Usr,zing-licensed (1191) %Sys,zing-licensed (1191) %Wait,zing-licensed (1191) Size,zing-licensed (1191) ResSet,zing-licensed (1191) ResText,zing-licensed (1191) ResData,zing-licensed (1191) ShdLib,zing-licensed (1191) MinorFault,zing-licensed (1191) MajorFault,rcuob/3 (12) %CPU,rcuob/3 (12) %Usr,rcuob/3 (12) %Sys,rcuob/3 (12) %Wait,rcuob/3 (12) Size,rcuob/3 (12) ResSet,rcuob/3 (12) ResText,rcuob/3 (12) ResData,rcuob/3 (12) ShdLib,rcuob/3 (12) MinorFault,rcuob/3 (12) MajorFault,rightlink (1365) %CPU,rightlink (1365) %Usr,rightlink (1365) %Sys,rightlink (1365) %Wait,rightlink (1365) Size,rightlink (1365) ResSet,rightlink (1365) ResText,rightlink (1365) ResData,rightlink (1365) ShdLib,rightlink (1365) MinorFault,rightlink (1365) MajorFault,rcu_sched (17) %CPU,rcu_sched (17) %Usr,rcu_sched (17) %Sys,rcu_sched (17) %Wait,rcu_sched (17) Size,rcu_sched (17) ResSet,rcu_sched (17) ResText,rcu_sched (17) ResData,rcu_sched (17) ShdLib,rcu_sched (17) MinorFault,rcu_sched (17) MajorFault,collectd (1941) %CPU,collectd (1941) %Usr,collectd (1941) %Sys,collectd (1941) %Wait,collectd (1941) Size,collectd (1941) ResSet,collectd (1941) ResText,collectd (1941) ResData,collectd (1941) ShdLib,collectd (1941) MinorFault,collectd (1941) MajorFault,systemd (1) %CPU,systemd (1) %Usr,systemd (1) %Sys,systemd (1) %Wait,systemd (1) Size,systemd (1) ResSet,systemd (1) ResText,systemd (1) ResData,systemd (1) ShdLib,systemd (1) MinorFault,systemd (1) MajorFault,nmon (20806) %CPU,nmon (20806) %Usr,nmon (20806) %Sys,nmon (20806) %Wait,nmon (20806) Size,nmon (20806) ResSet,nmon (20806) ResText,nmon (20806) ResData,nmon (20806) ShdLib,nmon (20806) MinorFault,nmon (20806) MajorFault,systemd-journal (295) %CPU,systemd-journal (295) %Usr,systemd-journal (295) %Sys,systemd-journal (295) %Wait,systemd-journal (295) Size,systemd-journal (295) ResSet,systemd-journal (295) ResText,systemd-journal (295) ResData,systemd-journal (295) ShdLib,systemd-journal (295) MinorFault,systemd-journal (295) MajorFault,rngd (378) %CPU,rngd (378) %Usr,rngd (378) %Sys,rngd (378) %Wait,rngd (378) Size,rngd (378) ResSet,rngd (378) ResText,rngd (378) ResData,rngd (378) ShdLib,rngd (378) MinorFault,rngd (378) MajorFault,dbus-daemon (382) %CPU,dbus-daemon (382) %Usr,dbus-daemon (382) %Sys,dbus-daemon (382) %Wait,dbus-daemon (382) Size,dbus-daemon (382) ResSet,dbus-daemon (382) ResText,dbus-daemon (382) ResData,dbus-daemon (382) ShdLib,dbus-daemon (382) MinorFault,dbus-daemon (382) MajorFault,systemd-logind (424) %CPU,systemd-logind (424) %Usr,systemd-logind (424) %Sys,systemd-logind (424) %Wait,systemd-logind (424) Size,systemd-logind (424) ResSet,systemd-logind (424) ResText,systemd-logind (424) ResData,systemd-logind (424) ShdLib,systemd-logind (424) MinorFault,systemd-logind (424) MajorFault,NetworkManager (426) %CPU,NetworkManager (426) %Usr,NetworkManager (426) %Sys,NetworkManager (426) %Wait,NetworkManager (426) Size,NetworkManager (426) ResSet,NetworkManager (426) ResText,NetworkManager (426) ResData,NetworkManager (426) ShdLib,NetworkManager (426) MinorFault,NetworkManager (426) MajorFault,ksoftirqd/5 (49) %CPU,ksoftirqd/5 (49) %Usr,ksoftirqd/5 (49) %Sys,ksoftirqd/5 (49) %Wait,ksoftirqd/5 (49) Size,ksoftirqd/5 (49) ResSet,ksoftirqd/5 (49) ResText,ksoftirqd/5 (49) ResData,ksoftirqd/5 (49) ShdLib,ksoftirqd/5 (49) MinorFault,ksoftirqd/5 (49) MajorFault,java (7664) %CPU,java (7664) %Usr,java (7664) %Sys,java (7664) %Wait,java (7664) Size,java (7664) ResSet,java (7664) ResText,java (7664) ResData,java (7664) ShdLib,java (7664) MinorFault,java (7664) MajorFault,VM nr_dirty,VM nr_writeback,VM nr_unstable,VM nr_page_table_pages,VM nr_mapped,VM nr_slab,VM pgpgin,VM pgpgout,VM pswpin,VM pswpout,VM pgfree,VM pgactivate,VM pgdeactivate,VM pgfault,VM pgmajfault,VM pginodesteal,VM slabs_scanned,VM kswapd_steal,VM kswapd_inodesteal,VM pageoutrun,VM allocstall,VM pgrotated,VM pgalloc_high,VM pgalloc_normal,VM pgalloc_dma,VM pgrefill_high,VM pgrefill_normal,VM pgrefill_dma,VM pgsteal_high,VM pgsteal_normal,VM pgsteal_dma,VM pgscan_kswapd_high,VM pgscan_kswapd_normal,VM pgscan_kswapd_dma,VM pgscan_direct_high,VM pgscan_direct_normal,VM pgscan_direct_dma
2017-06-30,08:02:16,66.200,3.200,0.000,69.400,68.400,4.100,0.000,72.500,60.900,4.100,0.000,65.000,22.600,1.800,0.000,24.400,59.600,3.300,0.000,62.900,70.400,3.800,0.000,74.200,82.600,0.800,0.000,83.400,99.100,0.600,0.000,99.700,66.300,2.700,0.000,69.000,0.000,8.000,6.700,6.700,6.700,0.200,0.300,0.000,0.000,0.000,4.000,4.000,4.000,0.600,0.600,0.600,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14221.800,-0.000,-0.000,0.000,-0.000,1104.200,1956.700,-1.000,0.800,0.000,399.700,0.000,1196.500,0.900,1543.200,0.900,1196.500,1543.200,2739.700,9395.000,9397.800,18792.800,9395.000,0.800,9397.800,0.800,2739.700,18792.800,1.800,1.600,7.000,0.000,18738.900,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.514,66.154,3.360,0.000,47153143312.000,1224556.000,4.000,4335982832.000,37796.000,280.000,0.000,22.000,0.000,0.000,2432.000,26024.000,-1.000,0.000,4.000,0.000,0.000,33297.000,1.000,0.000,3257.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29958.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:26,71.200,2.600,0.000,73.800,72.600,3.900,0.000,76.500,62.300,3.700,0.000,66.000,51.700,2.800,0.000,54.500,51.400,3.000,0.000,54.400,70.100,4.000,0.000,74.100,52.600,1.700,0.000,54.300,56.100,1.800,0.000,57.900,60.900,2.900,0.000,63.800,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14200.500,-0.000,-0.000,0.000,-0.000,1104.300,1980.000,-1.000,0.800,0.000,399.600,0.000,1466.600,0.000,1946.400,0.000,1466.600,1946.400,3413.000,10614.200,10644.500,21258.700,10614.200,0.000,10644.500,0.000,3413.000,21258.700,0.000,0.000,13.000,0.000,22527.300,-1.000,-1.000,-1.000,8.100,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.000,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.999,60.939,4.060,0.000,47153329524.000,1259640.000,4.000,4336157124.000,49948.000,1443.000,0.000,41.000,0.000,0.000,2525.000,29016.000,-1.000,0.000,0.000,0.000,0.000,39718.000,11.000,0.000,14599.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44328.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:36,55.300,3.500,0.000,58.800,68.700,4.900,0.000,73.600,52.900,4.000,0.000,56.900,54.600,3.200,0.000,57.800,51.300,3.900,0.000,55.200,63.000,4.600,0.000,67.600,52.500,1.400,0.000,53.900,45.700,3.600,0.000,49.300,55.400,3.600,0.000,59.000,0.000,8.000,10.000,10.000,10.000,0.500,0.500,0.000,0.000,0.000,2.000,2.000,2.000,0.200,0.200,0.200,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14198.200,-0.000,-0.000,0.000,-0.000,1104.400,1981.700,-1.000,0.800,0.000,399.700,0.000,1838.900,0.900,2363.000,0.900,1838.900,2363.000,4201.900,14061.900,14059.500,28121.400,14061.900,0.800,14059.500,0.800,4201.900,28121.400,1.800,1.600,4.000,0.000,29924.800,-1.000,-1.000,-1.000,0.300,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.013,0.013,0.000,854828.000,4696.000,204.000,738064.000,2836.000,29.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.000,0.037,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.286,55.726,4.560,0.000,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,20.000,0.000,55.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,20.000,0.000,0.000,50421.000,2.000,0.000,653.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47142.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:46,46.100,3.400,0.000,49.500,67.100,4.600,0.000,71.700,53.700,4.600,0.000,58.300,45.800,3.200,0.000,49.000,46.700,3.400,0.000,50.100,62.400,4.400,0.000,66.800,35.500,2.200,0.000,37.700,51.800,3.100,0.000,54.900,51.000,3.600,0.000,54.600,0.000,8.000,28.500,28.500,28.500,0.300,0.300,0.000,0.000,0.000,22.800,22.800,22.800,0.800,0.800,0.800,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14198.600,-0.000,-0.000,0.000,-0.000,1104.400,1981.800,-1.000,0.800,0.000,399.600,0.000,1858.300,0.000,2372.200,0.000,1858.300,2372.200,4230.500,14604.800,14605.500,29210.300,14604.800,0.000,14605.500,0.000,4230.500,29210.300,0.000,0.000,6.000,0.000,31262.600,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.013,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.980,51.358,4.622,0.000,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,0.000,0.000,27.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,228.000,0.000,0.000,51504.000,1.000,0.000,166.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47582.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:02:56,48.800,3.300,0.000,52.100,69.400,4.400,0.000,73.800,54.400,4.800,0.000,59.200,43.500,3.300,0.000,46.800,44.800,4.100,0.000,48.900,59.600,4.600,0.000,64.200,30.100,2.500,0.000,32.600,55.000,3.400,0.000,58.400,50.500,3.800,0.000,54.300,0.000,8.000,16.000,16.000,16.000,0.100,0.100,0.000,0.000,0.000,3.200,3.200,3.200,0.200,0.200,0.200,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14196.600,-0.000,-0.000,0.000,-0.000,1104.500,1981.800,-1.000,0.800,0.000,399.700,0.000,1857.500,0.900,2368.100,0.900,1857.500,2368.100,4225.600,14579.400,14580.600,29160.000,14579.400,0.800,14580.600,0.800,4225.600,29160.000,1.800,1.600,6.000,0.000,31348.000,-1.000,-1.000,-1.000,0.300,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.013,0.050,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.848,50.950,4.897,0.000,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,0.000,0.000,34.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,32.000,0.000,0.000,52028.000,1.000,0.000,461.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:06,44.000,3.900,0.000,47.900,63.800,4.300,0.000,68.100,56.700,4.600,0.000,61.300,43.700,3.900,0.000,47.600,47.800,3.800,0.000,51.600,58.400,4.600,0.000,63.000,32.300,1.900,0.000,34.200,41.800,2.900,0.000,44.700,48.500,3.700,0.000,52.200,0.000,8.000,12.000,12.000,12.000,0.200,0.200,0.000,0.000,0.000,1.200,1.200,1.200,0.100,0.100,0.100,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14197.900,-0.000,-0.000,0.000,-0.000,1104.500,1981.900,-1.000,0.800,0.000,399.700,0.000,1883.300,0.000,2402.700,0.000,1883.300,2402.700,4286.000,14790.800,14792.400,29583.200,14790.800,0.000,14792.400,0.000,4286.000,29583.200,0.000,0.000,9.000,0.000,32186.000,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.013,0.013,0.000,14508.000,1052.000,112.000,3936.000,632.000,14.000,0.000,,,,,,,,,,,,0.025,0.000,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.483,48.722,4.760,0.000,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,1.000,0.000,46.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,12.000,0.000,0.000,51483.000,1.000,0.000,172.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50673.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:16,49.000,3.900,0.000,52.900,57.000,4.600,0.000,61.600,50.900,4.600,0.000,55.500,43.000,3.600,0.000,46.600,47.000,3.900,0.000,50.900,58.200,4.200,0.000,62.400,31.500,1.800,0.000,33.300,38.800,3.300,0.000,42.100,46.800,3.700,0.000,50.500,0.000,8.000,36.000,36.000,36.000,0.300,0.300,0.000,0.000,0.000,21.600,21.600,21.600,0.600,0.600,0.600,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14195.400,-0.000,-0.000,0.000,-0.000,1104.600,1981.900,-1.000,0.800,0.000,399.700,0.000,1834.000,0.900,2341.100,0.900,1834.000,2341.100,4175.100,14404.800,14406.000,28810.800,14404.800,0.800,14406.000,0.800,4175.100,28810.800,1.800,1.600,8.000,0.000,31470.600,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050,0.013,0.037,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.680,47.157,4.522,0.000,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,0.000,0.000,12.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,216.000,0.000,0.000,50450.000,0.000,0.000,458.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47169.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:26,48.800,4.200,0.000,53.000,61.400,4.700,0.000,66.100,52.000,4.300,0.000,56.300,45.800,3.100,0.000,48.900,50.100,3.800,0.000,53.900,54.100,4.600,0.000,58.700,34.200,1.700,0.000,35.900,45.500,3.100,0.000,48.600,48.900,3.700,0.000,52.600,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14196.200,-0.000,-0.000,0.000,-0.000,1104.700,1981.900,-1.000,0.800,0.000,399.700,0.000,1824.000,0.000,2327.200,0.000,1824.000,2327.200,4151.200,14337.900,14339.000,28676.900,14337.900,0.000,14339.000,0.000,4151.200,28676.900,0.000,0.000,5.000,0.000,30797.300,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.013,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.051,49.329,4.721,0.001,47153308440.000,1237148.000,4.000,4336159176.000,26848.000,0.000,0.000,29.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,0.000,0.000,0.000,49824.000,0.000,0.000,166.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46078.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:36,57.700,3.800,0.000,61.500,61.200,5.300,0.000,66.500,54.400,3.600,0.000,58.000,50.100,3.600,0.000,53.700,51.000,4.100,0.000,55.100,55.700,4.300,0.000,60.000,35.400,1.700,0.000,37.100,40.400,3.700,0.000,44.100,50.700,3.800,0.000,54.500,0.000,8.000,12.000,12.000,12.000,0.200,0.200,0.000,0.000,0.000,1.200,1.200,1.200,0.100,0.100,0.100,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14194.600,-0.000,-0.000,0.000,-0.000,1104.700,1984.000,-1.000,0.800,0.000,399.700,0.000,1815.400,0.900,2317.300,0.900,1815.400,2317.300,4132.700,14258.700,14259.800,28518.500,14258.700,0.800,14259.800,0.800,4132.700,28518.500,1.800,1.600,3.000,0.000,31087.400,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.013,0.050,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.591,50.906,4.685,0.000,47153302284.000,1239216.000,4.000,4336153020.000,26848.000,1.000,0.000,47.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,12.000,0.000,0.000,49747.000,0.000,0.000,462.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46682.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:46,48.000,2.900,0.000,50.900,63.400,3.900,0.000,67.300,51.400,4.600,0.000,56.000,47.000,3.400,0.000,50.400,49.400,3.700,0.000,53.100,56.500,3.900,0.000,60.400,26.800,2.100,0.000,28.900,42.700,3.400,0.000,46.100,48.000,3.500,0.000,51.500,0.000,8.000,30.900,30.900,30.900,0.200,0.200,0.000,0.000,0.000,21.600,21.600,21.600,0.700,0.700,0.700,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14197.600,-0.000,-0.000,0.000,-0.000,1104.800,1984.000,-1.000,0.800,0.000,399.700,0.000,1757.500,0.000,2243.100,0.000,1757.500,2243.100,4000.600,13814.600,13813.600,27628.200,13814.600,0.000,13813.600,0.000,4000.600,27628.200,0.000,0.000,7.000,0.000,29979.100,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.000,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.758,48.347,4.410,0.000,47153302284.000,1239216.000,4.000,4336153020.000,26848.000,0.000,0.000,21.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,216.000,0.000,0.000,48496.000,1.000,0.000,168.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47520.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:03:56,50.300,3.800,0.000,54.100,61.800,4.700,0.000,66.500,52.400,4.500,0.000,56.900,57.500,2.500,0.000,60.000,55.100,3.800,0.000,58.900,55.400,4.200,0.000,59.600,26.200,2.100,0.000,28.300,49.400,3.400,0.000,52.800,51.000,3.600,0.000,54.600,0.000,8.000,8.000,8.000,8.000,0.200,0.200,0.000,0.000,0.000,0.800,0.800,0.800,0.100,0.100,0.100,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14198.400,-0.000,-0.000,0.000,-0.000,1104.900,1984.100,-1.000,0.800,0.000,399.700,0.000,1846.100,0.900,2352.900,0.900,1846.100,2352.900,4199.000,14488.000,14489.400,28977.400,14488.000,0.800,14489.400,0.800,4199.000,28977.400,1.800,1.600,6.000,0.000,31477.600,-1.000,-1.000,-1.000,0.300,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.013,0.013,0.000,854828.000,4696.000,204.000,738064.000,2836.000,29.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.013,0.050,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.820,51.235,4.585,0.000,47153302284.000,1239216.000,4.000,4336153020.000,26848.000,0.000,0.000,37.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,8.000,0.000,0.000,50439.000,0.000,0.000,461.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46118.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:06,54.600,3.900,0.000,58.500,63.700,4.800,0.000,68.500,57.600,4.200,0.000,61.800,45.700,3.400,0.000,49.100,52.900,3.600,0.000,56.500,58.600,4.300,0.000,62.900,25.800,2.300,0.000,28.100,37.900,3.000,0.000,40.900,49.500,3.700,0.000,53.200,0.000,8.000,12.000,12.000,12.000,0.200,0.200,0.000,0.000,0.000,1.200,1.200,1.200,0.100,0.100,0.100,2.000,0.000,0.000,2.000,0.000,0.000,0.000,52335.600,-0.000,-0.000,0.000,14194.800,-0.000,-0.000,0.000,-0.000,1104.900,1984.200,-1.000,0.800,0.000,399.700,0.000,1839.000,0.000,2346.900,0.000,1839.000,2346.900,4185.900,14448.200,14450.000,28898.200,14448.200,0.000,14450.000,0.000,4185.900,28898.200,0.000,0.000,6.000,0.000,31051.900,-1.000,-1.000,-1.000,0.200,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.013,0.025,0.000,4376.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.343,49.670,4.673,0.000,47153302284.000,1239216.000,4.000,4336153020.000,26848.000,1.000,0.000,53.000,0.000,0.000,2527.000,23241.000,-1.000,0.000,12.000,0.000,0.000,50429.000,0.000,0.000,170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47741.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
